Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1223755,"October 3, 2018",Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,View Incident View Source
1221758,"October 1, 2018",Illinois,Chicago,500 block of S Michigan Ave,2,2,View Incident View Source
1221794,"September 30, 2018",California,Compton,1300 E Palmer St,1,3,View Incident View Source
1220912,"September 29, 2018",Florida,Orlando,1700 block of 24th St,1,4,View Incident View Source
1220331,"September 28, 2018",Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,View Incident View Source
1217150,"September 24, 2018",Tennessee,Memphis,1528 Ragan St,3,2,View Incident View Source
1215987,"September 23, 2018",California,Bakersfield,2600 block of Chandler Court,1,4,View Incident View Source
1215954,"September 23, 2018",California,Baldwin Park,3700 block of Loma Lane,0,4,View Incident View Source
1215904,"September 22, 2018",New York,Hempstead,Dolan St,0,4,View Incident View Source
1215739,"September 21, 2018",District of Columbia,Washington,1800 block of Benning Rd NE,0,4,View Incident View Source
1213926,"September 20, 2018",Maryland,Aberdeen,1501 Perryman Rd,4,3,View Incident View Source
1214298,"September 20, 2018",New York,Syracuse,1317 Midland Ave,0,5,View Incident View Source
1213223,"September 19, 2018",Wisconsin,Middleton,1850 Deming Way,1,4,View Incident View Source
1213293,"September 19, 2018",Pennsylvania,Masontown,1 E Church St,1,4,View Incident View Source
1213836,"September 19, 2018",Illinois,Chicago,W Cermak Rd and S State St,0,4,View Incident View Source
1212984,"September 18, 2018",Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,View Incident View Source
1212567,"September 18, 2018",Tennessee,Memphis,4622 Faronia Rd,0,4,View Incident View Source
1211659,"September 17, 2018",Maryland,Silver Spring,123 Amberleigh Dr,4,1,View Incident View Source
1210742,"September 15, 2018",Wisconsin,Milwaukee,820 S 21st St,0,4,View Incident View Source
1209006,"September 12, 2018",California,Bakersfield,660 Manwell Blvd,6,0,View Incident View Source
1208397,"September 11, 2018",Illinois,Chicago,10600 block of S Bensley Avenue,0,4,View Incident View Source
1206828,"September 10, 2018",Tennessee,Memphis,140 Lt George W Lee Ave,0,5,View Incident View Source
1206409,"September 9, 2018",Illinois,Elgin,550 S McLean Blvd,1,3,View Incident View Source
1206375,"September 9, 2018",Alabama,Auburn,224 W Magnolia St,1,4,View Incident View Source
1206476,"September 9, 2018",Florida,Jacksonville,,0,4,View Incident View Source
